doc_id,sentence_id,token_id,token,pos,head_token_id,dep_rel,previous_token,previous_pos,intensified,movie,text,genero
text5281,1,58,=,ADJ,2,punct,=,NOUN,0,nausicaa,==========================================================================,neutral
text5281,1,65,=,ADJ,2,punct,=,NOUN,0,nausicaa,==========================================================================,neutral
text5281,1,66,=,ADJ,2,punct,=,ADJ,0,nausicaa,==========================================================================,neutral
text5281,1,67,=,ADJ,2,punct,=,ADJ,0,nausicaa,==========================================================================,neutral
text5282,1,6,producida,ADJ,5,amod,traslación,NOUN,0,nausicaa,Este libreto es una traslación producida por fans de la película animada,femenino
text5282,1,12,animada,ADJ,11,amod,película,NOUN,0,nausicaa,Este libreto es una traslación producida por fans de la película animada,femenino
text5284,1,4,propios,ADJ,3,amod,derechos,NOUN,0,nausicaa,sobre los derechos propios del autor o esos en conexión con la película.,masculino
text5286,1,1,mejor,ADJ,1,ROOT,entender,VERB,0,nausicaa,mejor la película cuando la ven legalmente.,femenino
text5288,1,1,desconocida,ADJ,1,ROOT,fecha,NOUN,0,nausicaa,"desconocida), editada por Jeff Okamoto (1988) y Scott Sanford (1990).",femenino
text5288,2,2,editada,ADJ,1,amod,",",PUNCT,0,nausicaa,"desconocida), editada por Jeff Okamoto (1988) y Scott Sanford (1990).",femenino
text5289,1,11,original,ADJ,10,amod,sabor,NOUN,0,nausicaa,Los diálogos en este libreto tratan de retener el sabor original del anime.,neutral
text5290,1,6,comprometida,ADJ,6,ROOT,estado,AUX,0,nausicaa,La fluidez pudo haber estado comprometida de algun modo debido a esto.,femenino
text5290,1,10,debido,ADJ,12,case,modo,NOUN,0,nausicaa,La fluidez pudo haber estado comprometida de algun modo debido a esto.,masculino
text5291,1,9,alterno,ADJ,8,amod,diálogo,NOUN,0,nausicaa,"Para el propósito de doblaje, el diálogo alterno representado por [ALT:]",masculino
text5291,1,10,representado,ADJ,8,amod,alterno,ADJ,0,nausicaa,"Para el propósito de doblaje, el diálogo alterno representado por [ALT:]",masculino
text5293,1,6,permitido,ADJ,6,ROOT,está,AUX,0,nausicaa,Reproducción de este material está permitido solo con propósitos de,masculino
text5295,1,4,intactas,ADJ,3,amod,líneas,NOUN,0,nausicaa,mantenga estas líneas intactas.,femenino
text5296,1,2,especiales,ADJ,1,amod,gracias,NOUN,0,nausicaa,Gracias especiales a Sheng-Te Tsao y K Hindall de CJAS por su edición.,neutral
text5298,1,1,=,ADJ,2,amod,cornell,PROPN,0,nausicaa,=========================================================================,neutral
text5298,1,6,=,ADJ,2,punct,=,NOUN,0,nausicaa,=========================================================================,neutral
text5298,1,7,=,ADJ,2,punct,=,ADJ,0,nausicaa,=========================================================================,neutral
text5298,1,20,=,ADJ,2,punct,=,NOUN,0,nausicaa,=========================================================================,neutral
text5298,1,21,=,ADJ,2,punct,=,ADJ,0,nausicaa,=========================================================================,neutral
text5298,1,22,=,ADJ,2,punct,=,ADJ,0,nausicaa,=========================================================================,neutral
text5298,1,24,=,ADJ,2,punct,=,NOUN,0,nausicaa,=========================================================================,neutral
text5298,1,32,=,ADJ,2,punct,=,NOUN,0,nausicaa,=========================================================================,neutral
text5298,1,42,=,ADJ,2,punct,=,NOUN,0,nausicaa,=========================================================================,neutral
text5298,1,45,=,ADJ,2,punct,=,NOUN,0,nausicaa,=========================================================================,neutral
text5298,1,53,=,ADJ,2,punct,=,NOUN,0,nausicaa,=========================================================================,neutral
text5298,1,56,=,ADJ,2,punct,=,NOUN,0,nausicaa,=========================================================================,neutral
text5298,1,58,=,ADJ,2,punct,=,NOUN,0,nausicaa,=========================================================================,neutral
text5304,1,8,culturales,ADJ,4,amod,/,PROPN,0,nausicaa,[ ] = notas de traducción/culturales,neutral
text5306,1,4,literal,ADJ,3,amod,traducción,NOUN,0,nausicaa,TL indica traducción literal del japonés;,neutral
text5307,1,4,equivalente,ADJ,3,amod,traducción,NOUN,0,nausicaa,TE indica traducción equivalente;,neutral
text5308,1,4,alternativa,ADJ,3,amod,expresión,NOUN,0,nausicaa,ALT indica expresión alternativa de una oración anterior o palabra;,femenino
text5308,1,8,anterior,ADJ,7,amod,oración,NOUN,0,nausicaa,ALT indica expresión alternativa de una oración anterior o palabra;,neutral
text5309,1,2,indicates,ADJ,3,amod,?,PUNCT,0,nausicaa,? indicates traducción inadecuada debido a diálogo confuso en la,neutral
text5309,1,4,inadecuada,ADJ,3,amod,traducción,NOUN,0,nausicaa,? indicates traducción inadecuada debido a diálogo confuso en la,femenino
text5309,1,5,debido,ADJ,7,case,inadecuada,ADJ,0,nausicaa,? indicates traducción inadecuada debido a diálogo confuso en la,masculino
text5309,1,8,confuso,ADJ,7,amod,diálogo,NOUN,0,nausicaa,? indicates traducción inadecuada debido a diálogo confuso en la,masculino
text5310,3,3,anterior,ADJ,2,amod,oración,NOUN,0,nausicaa,película. La oración anterior es tan exacta como el traductor la,neutral
text5310,3,6,exacta,ADJ,6,ROOT,tan,ADV,1,nausicaa,película. La oración anterior es tan exacta como el traductor la,femenino
text5312,1,5,oculta,ADJ,4,amod,referencia,NOUN,0,nausicaa,< > = referencia oculta de un diálogo,femenino
text5315,2,2,equivalentes,ADJ,2,ROOT,son,AUX,0,nausicaa,"un punto, son equivalentes a alzar la voz por asombro o una exclamación.",neutral
text5318,1,3,joven,ADJ,4,amod,una,DET,0,nausicaa,NAUSICAÄ Una joven princesa del Valle del Viento que es hábil en leer el,femenino
text5318,1,11,hábil,ADJ,4,acl,es,AUX,0,nausicaa,NAUSICAÄ Una joven princesa del Valle del Viento que es hábil en leer el,neutral
text5319,3,3,extraña,ADJ,4,amod,una,DET,0,nausicaa,viento. Tiene una extraña empatía con los insectos del Fukai,femenino
text5320,1,10,te,ADJ,1,appos,;,PUNCT,0,nausicaa,"[TL=Mar Corrupto, Mar Podrido; TE=bosque de hongos], especialmente",neutral
text5320,1,11,=,ADJ,12,amod,te,ADJ,0,nausicaa,"[TL=Mar Corrupto, Mar Podrido; TE=bosque de hongos], especialmente",neutral
text5325,2,5,renombrados,ADJ,6,amod,más,ADV,1,nausicaa,YUPA Maestro de Nausicaä. Uno de los más renombrados espadachines en la,masculino
text5327,1,4,sabia,ADJ,5,amod,y,CCONJ,0,nausicaa,ABUELA Anciana y sabia mujer del castillo. [TL: Gran Anciana],femenino
text5327,2,4,gran,ADJ,1,flat,:,PUNCT,0,nausicaa,ABUELA Anciana y sabia mujer del castillo. [TL: Gran Anciana],neutral
text5328,1,3,gemelo,ADJ,2,amod,hermano,NOUN,0,nausicaa,ASBEL Hermano gemelo de Rastel. Rebelde sobreviviente de Pejite.,masculino
text5328,2,2,sobreviviente,ADJ,1,amod,rebelde,NOUN,0,nausicaa,ASBEL Hermano gemelo de Rastel. Rebelde sobreviviente de Pejite.,neutral
text5329,2,1,cuarta,ADJ,1,ROOT,.,PUNCT,0,nausicaa,KUSHANA Princesa Imperial de Torumekia. Cuarta en la línea del trono.,femenino
text5330,1,15,común,ADJ,14,amod,sangre,NOUN,0,nausicaa,KUROTOWA Jefe de Estado de Kushana [TE: Consejero]; de sangre común.,neutral
text5333,1,3,singular,ADJ,2,amod,ambos,NUM,0,nausicaa,es ambos singular y plural],neutral
text5333,1,5,plural,ADJ,3,conj,y,CCONJ,0,nausicaa,es ambos singular y plural],neutral
text5335,1,8,fantasma,ADJ,7,amod,pueblo,NOUN,0,nausicaa,(Un hombre camina por un pueblo fantasma infestado con hongos),femenino
text5335,1,9,infestado,ADJ,7,amod,fantasma,ADJ,0,nausicaa,(Un hombre camina por un pueblo fantasma infestado con hongos),masculino
text5339,1,9,gigante,ADJ,10,amod,una,DET,0,nausicaa,INSERTO 1000 years después del colapso de una gigante civilización,neutral
text5340,1,1,industrial,ADJ,8,nsubj,civilización,NOUN,0,nausicaa,"industrial, óxido y fragmentos de cerámica cubrieron la tierra.",neutral
text5341,1,7,mortal,ADJ,6,amod,bosque,NOUN,0,nausicaa,"Sobre este desierto, un bosque mortal de fungi que expulsa",neutral
text5342,1,2,venenosos,ADJ,1,amod,vapores,NOUN,0,nausicaa,"vapores venenosos (miasmas), los cuales son llamados el ""Fukai""",masculino
text5344,1,1,declinente,ADJ,2,amod,la,DET,0,nausicaa,declinente raza humana.,neutral
text5344,1,3,humana,ADJ,2,amod,raza,NOUN,0,nausicaa,declinente raza humana.,femenino
text5349,2,3,fresca,ADJ,3,ROOT,está,AUX,0,nausicaa,NAUSICAÄ Una huella de Ohmu... Aún está fresca... (Ella sigue la huella),femenino
text5350,3,2,magnífico,ADJ,2,ROOT,es,AUX,0,nausicaa,NAUSICAÄ El caparazón [ALT: concha; exuviae] de un Ohmu... Es magnífico...!,masculino
text5351,1,4,primera,ADJ,5,amod,la,DET,0,nausicaa,Esta es la primera vez que veo un caparazón perfectamente mudado.,femenino
text5351,1,11,mudado,ADJ,9,amod,perfectamente,ADV,1,nausicaa,Esta es la primera vez que veo un caparazón perfectamente mudado.,masculino
text5353,1,2,buen,ADJ,3,amod,nausicaä,PROPN,0,nausicaa,NAUSICAÄ Buen sonido... (Golpea el caparazón; la espada no le causa ningún,neutral
text5354,1,2,significante,ADJ,1,amod,corte,NOUN,0,nausicaa,corte significante),neutral
text5356,1,1,felices,ADJ,1,ROOT,estarán,AUX,0,nausicaa,felices. No tendrán que preocuparse por materiales para hacer,neutral
text5358,1,3,magnífico,ADJ,4,amod,un,DET,0,nausicaa,NAUSICAÄ Un magnífico ojo... Talvés pueda volar de regreso con este...,masculino
text5360,1,8,ligero,ADJ,9,amod,que,SCONJ,0,nausicaa,"NAUSICAÄ Ah, lo tengo! Que ligero <es>!",masculino
text5363,3,2,hermoso,ADJ,1,amod,que,SCONJ,0,nausicaa,esporas de la tarde. Que hermoso... <aunque> este lugar es un,masculino
text5365,3,3,],ADJ,2,amod,pausa,NOUN,0,nausicaa,pudrirían en cinco minutos. [pausa]...!! Quién es?! [pausa],neutral
text5365,4,1,[,ADJ,2,amod,!,PUNCT,0,nausicaa,pudrirían en cinco minutos. [pausa]...!! Quién es?! [pausa],neutral
text5365,4,3,],ADJ,2,appos,pausa,NOUN,0,nausicaa,pudrirían en cinco minutos. [pausa]...!! Quién es?! [pausa],neutral
text5366,2,5,fuerte,ADJ,4,obj,latiendo,VERB,0,nausicaa,Que puede ser? Mi corazón está latiendo fuerte. (Ella escucha,neutral
text5369,1,7,mejor,ADJ,8,amod,un,DET,0,nausicaa,"(Ella sube para encontrar un mejor sitio de visión, ese sitio parece ser una",femenino
text5370,1,2,fosilizada,ADJ,1,amod,cabeza,NOUN,0,nausicaa,cabeza fosilizada),femenino
text5377,1,5,abordo,ADJ,2,advmod,vuelo,NOUN,0,nausicaa,"(Levanta el vuelo abordo de Mehve, y pronto encuentra a un jinete escapando",masculino
text5379,1,9,gigantesco,ADJ,8,amod,ohmu,PROPN,0,nausicaa,NAUSICAÄ Ese es...! (Un Ohmu gigantesco atravieza el bosque en persecución,masculino
text5381,1,3,espléndido,ADJ,4,amod,que,SCONJ,0,nausicaa,NAUSICAÄ Que espléndido Ohmu... (a Yupa) Hacia donde viene el viento!,masculino
text5384,1,8,usada,ADJ,7,amod,expresión,NOUN,0,nausicaa,"[""Ne?"": expresión usada en solicitud de un acuerdo]",femenino
text5385,1,3,buen,ADJ,4,amod,un,DET,0,nausicaa,Se un buen chico. [pausa],neutral
text5386,1,5,mismo,ADJ,4,amod,si,PRON,0,nausicaa,Se olvidó de si mismo por la ira. Debo calmarlo. (Nausicaä lanza,masculino
text5388,1,5,inconsiente,ADJ,5,ROOT,está,AUX,0,nausicaa,YUPA El Ohmu está inconsiente por la luz! (Nausicaä da vueltas sobre,neutral
text5389,1,6,extraño,ADJ,7,amod,un,DET,0,nausicaa,"el Ohmu, sosteniendo un extraño silbato)",masculino
text5391,4,2,despierto,ADJ,2,ROOT,está,AUX,0,nausicaa,"NAUSICAÄ Ohmu, abre los ojos... Regresa al bosque. Está despierto!",masculino
text5399,1,11,complacido,ADJ,3,advcl,estará,AUX,0,nausicaa,NAUSICAÄ Ha pasado un año y medio! Papá estará complacido.,masculino
text5400,2,6,gran,ADJ,7,amod,una,DET,0,nausicaa,YUPA Debo agradecerte. Te has convertido en una gran amazona del,neutral
text5404,2,6,pequeño,ADJ,2,obj,este,DET,0,nausicaa,"YUPA Oh, sí... Había olvidado completamente a este pequeño.",masculino
text5406,2,2,pequeño,ADJ,4,nsubj,este,DET,0,nausicaa,YUPA Este pequeño fue secuestrado por bicho-pájaro. Lo confundí,masculino
text5407,1,4,humano,ADJ,3,amod,bebé,NOUN,0,nausicaa,con un bebé humano y terminé usando mi arma.,masculino
text5408,1,8,furioso,ADJ,8,ROOT,tan,ADV,1,nausicaa,NAUSICAÄ Así que por eso estaba tan furioso el Ohmu.,masculino
text5409,1,10,inconsiente,ADJ,5,advcl,estaba,AUX,0,nausicaa,YUPA Parece que no inhaló el veneno porque estaba inconsiente. No,neutral
text5410,3,2,pequeño,ADJ,2,ROOT,es,AUX,0,nausicaa,"debes ponerle así tu mano. Es pequeño, pero muy furioso.",masculino
text5410,3,6,furioso,ADJ,2,conj,muy,ADV,1,nausicaa,"debes ponerle así tu mano. Es pequeño, pero muy furioso.",masculino
text5416,1,3,suelta,ADJ,2,amod,zorro-ardilla,NOUN,0,nausicaa,el zorro-ardilla suelta y lame el dedo de Nausicaä),femenino
text5417,1,4,asustado,ADJ,4,ROOT,estabas,AUX,0,nausicaa,"NAUSICAÄ Solo estabas asustado, cierto? Maestro Yupa, no te importaría",masculino
text5423,1,3,misterioso,ADJ,4,amod,que,SCONJ,0,nausicaa,"YUPA Que misterioso poder... [La palabra es ""Fushigi"" y abarca",masculino
text5424,1,4,misterioso,ADJ,2,amod,como,SCONJ,0,nausicaa,"diferentes palabras como misterioso, extraño, maravilloso y",masculino
text5424,1,6,extraño,ADJ,4,conj,",",PUNCT,0,nausicaa,"diferentes palabras como misterioso, extraño, maravilloso y",masculino
text5424,1,8,maravilloso,ADJ,4,amod,",",PUNCT,0,nausicaa,"diferentes palabras como misterioso, extraño, maravilloso y",masculino
text5425,1,1,místico,ADJ,1,ROOT,y,CCONJ,0,nausicaa,"místico. ""Misterioso"" solo no explica bien la palabra",masculino
text5425,3,2,misterioso,ADJ,6,nsubj,"""",PUNCT,0,nausicaa,"místico. ""Misterioso"" solo no explica bien la palabra",masculino
text5427,1,5,cansados,ADJ,5,ROOT,>,ADV,0,nausicaa,NAUSICAÄ <Están> cansados? Han corrido mucho!,masculino
text5428,1,4,igual,ADJ,4,ROOT,está,AUX,0,nausicaa,YUPA Todo está igual? [TL: No hay cambios en alguien?] (Nota,neutral
text5429,1,5,cambiado,ADJ,4,amod,nausicaä,PROPN,0,nausicaa,el humor de Nausicaä cambiado) Qué pasa...?,masculino
text5435,2,2,bueno,ADJ,2,ROOT,fue,AUX,0,nausicaa,"NAUSICAÄ No... Fue bueno que vinieras... Maestro! Después, quieron",masculino
text5436,3,3,secreto,ADJ,2,amod,cuarto,NOUN,0,nausicaa,que veas algo. Mi cuarto secreto! No se lo digas a nadie o,masculino
text5437,1,2,asustados,ADJ,2,ROOT,estarán,AUX,0,nausicaa,estarán asustados.,masculino
text5449,1,2,viejobienvenido,ADJ,2,ROOT,tío,PROPN,0,nausicaa,TÍO VIEJOBienvenido!,masculino
text5451,1,10,calmados,ADJ,10,ROOT,están,AUX,0,nausicaa,"GOLL Ambas, el agua y el viento están calmados, sin un incidente.",masculino
text5461,1,1,mito,ADJ,2,amod,.,PUNCT,0,nausicaa,MITO Maestro Yupa!!,masculino
text5463,1,7,extrangeras,ADJ,6,amod,historias,NOUN,0,nausicaa,MITO Cuéntanos más de esas historias extrangeras esta noche!,femenino
text5464,3,1,muévelo,ADJ,1,ROOT,.,PUNCT,0,nausicaa,NAUSICAÄ Ok. Muévelo.,masculino
text5469,1,8,bueno,ADJ,6,amod,muy,ADV,1,nausicaa,"GOLL Oh, este es uno muy bueno. La primera cosa que haremos",masculino
text5469,2,2,primera,ADJ,3,amod,la,DET,0,nausicaa,"GOLL Oh, este es uno muy bueno. La primera cosa que haremos",femenino
text5474,2,3,linda,ADJ,4,amod,una,DET,0,nausicaa,"YUPA Oh, déjame ver. Es una linda niña. Me recuerda a Nausicaä",femenino
text5475,1,3,menor,ADJ,3,ROOT,era,AUX,0,nausicaa,cuando era menor.,neutral
text5477,1,4,buen,ADJ,5,amod,un,DET,0,nausicaa,MUJER VIEJAQue un buen viento siempre sople para ella...,neutral
text5478,2,4,buen,ADJ,5,amod,un,DET,0,nausicaa,YUPA Acepto. Le daré un buen nombre.,neutral
text5479,2,4,saludable,ADJ,2,advmod,tan,ADV,1,nausicaa,TOETO Gracias. Podrá crecer tan saludable como la Princesa...,neutral
text5480,2,9,famosa,ADJ,9,ROOT,es,AUX,0,nausicaa,"MITO Hm! Si hablamos de salud, la Princesa es famosa por eso.",femenino
text5483,1,6,<,ADJ,7,amod,esos,DET,0,nausicaa,"NAUSICAÄ Pero gracias a esos <juegos>, encontré el caparazón del Ohmu.",neutral
text5483,1,8,>,ADJ,7,amod,juegos,NOUN,0,nausicaa,"NAUSICAÄ Pero gracias a esos <juegos>, encontré el caparazón del Ohmu.",neutral
text5488,2,5,cierto,ADJ,2,advmod,",",PUNCT,0,nausicaa,"YUPA Es verdad. Fuí rescatado también, cierto?",masculino
text5491,1,2,salvado,ADJ,1,amod,jhil,PROPN,0,nausicaa,JHIL Salvado por esta niña...?,masculino
text5492,1,5,bueno,ADJ,5,ROOT,es,AUX,0,nausicaa,"YUPA Este valle es bueno... Siempre que vengo aquí, mi corazón se",masculino
text5495,1,3,terrible,ADJ,3,ROOT,es,AUX,0,nausicaa,"YUPA Es terrible. En el Sur, dos países más han sido tragados",neutral
text5498,1,1,siniestras,ADJ,2,amod,solo,ADV,0,nausicaa,siniestras sombras. Porqué no pueden vivir como este valle?,femenino
text5499,1,6,protegidos,ADJ,2,ccomp,estamos,AUX,0,nausicaa,ABUELA Es porque aquí estamos protegidos por el Señor del Viento,masculino
text5500,1,5,bendito,ADJ,4,amod,viento,NOUN,0,nausicaa,[ALT: viento bendito] que sopla desde el mar. Los venenos del,masculino
text5503,2,5,feliz,ADJ,5,ROOT,estaría,AUX,0,nausicaa,Estoy en esta condición... Todo el mundo estaría feliz...,neutral
text5504,1,4,imposible,ADJ,4,ROOT,es,AUX,0,nausicaa,ABUELA Eso es imposible. Yupa es un hombre destinado a continuar su,neutral
text5504,2,5,destinado,ADJ,4,amod,hombre,NOUN,0,nausicaa,ABUELA Eso es imposible. Yupa es un hombre destinado a continuar su,masculino
text5509,1,13,izquierda,ADJ,12,amod,esquina,NOUN,0,nausicaa,"No puede ver más, pero es el señor de la esquina izquierda.",femenino
text5510,1,9,azul,ADJ,8,amod,traje,NOUN,0,nausicaa,"""Aquel, que esté vistiendo un traje azul, podrá descender sobre",neutral
text5511,1,3,dorado,ADJ,2,amod,campo,NOUN,0,nausicaa,un campo dorado. Para forjar una vez más la atadura perdida,masculino
text5511,3,8,perdida,ADJ,7,amod,atadura,NOUN,0,nausicaa,un campo dorado. Para forjar una vez más la atadura perdida,femenino
text5513,1,15,azul,ADJ,13,amod,tierra,PROPN,0,nausicaa,"NAUSICAÄ ""Y guiar a todos, al final, a la casta tierra azul...""",neutral
text5514,1,10,vieja,ADJ,11,amod,una,DET,0,nausicaa,"Maestro Yupa, pensé que eso era solo una vieja leyenda",femenino
text5515,1,4,antiguo,ADJ,5,amod,:,PUNCT,0,nausicaa,[ALT: antiguo mito],masculino
text5517,1,6,cierto,ADJ,4,dep,",",PUNCT,0,nausicaa,"ABUELA La misma cosa, cierto?",masculino
text5519,1,3,humana,ADJ,2,amod,raza,NOUN,0,nausicaa,"La raza humana, una especie destinada a ser tragada por el",femenino
text5519,1,7,destinada,ADJ,6,amod,especie,NOUN,0,nausicaa,"La raza humana, una especie destinada a ser tragada por el",femenino
text5520,3,7,mismo,ADJ,6,amod,mi,PRON,0,nausicaa,Fukai y ser destruídos...? Quiero ver y juzgar por mi mismo.,masculino
text5532,1,2,buen,ADJ,3,amod,nausicaä,PROPN,0,nausicaa,"NAUSICAÄ Buen trabajo. [""Gokuro^sama"" TE: Gracias por el esfuerzo]",neutral
text5533,1,4,buena,ADJ,5,amod,una,DET,0,nausicaa,"GOLL Es una buena tormenta, pero hay algo extraño...",femenino
text5533,1,10,extraño,ADJ,9,amod,algo,PRON,0,nausicaa,"GOLL Es una buena tormenta, pero hay algo extraño...",masculino
text5540,1,1,mito,ADJ,3,nsubj,!,PUNCT,0,nausicaa,MITO Es grande!,masculino
text5540,1,3,grande,ADJ,3,ROOT,es,AUX,0,nausicaa,MITO Es grande!,neutral
text5541,1,8,>,ADJ,7,amod,tamaño,NOUN,0,nausicaa,YUPA Es un avión <de tamaño> gigante de Torumekia!,neutral
text5541,1,9,gigante,ADJ,4,amod,>,ADJ,0,nausicaa,YUPA Es un avión <de tamaño> gigante de Torumekia!,neutral
text5542,1,9,extraño,ADJ,9,ROOT,es,AUX,0,nausicaa,NAUSICAÄ El modo en que está volando es extraño...! Está tratando,masculino
text5543,2,5,forzoso,ADJ,4,amod,aterrizaje,NOUN,0,nausicaa,de hacer un aterrizaje de emergencia [ALT: aterrizaje forzoso].,masculino
text5545,2,3,absurdo,ADJ,3,ROOT,es,AUX,0,nausicaa,MITO Princesa! Eso es absurdo!,masculino
text5552,1,6,terrestres,ADJ,5,amod,insectos,NOUN,0,nausicaa,(Un enjambre de insectos terrestres -como de orugas- están atacando,neutral
text5564,1,10,disponibles,ADJ,12,csubj,estén,AUX,0,nausicaa,"VOZMuévete, vamos!! Todos los que estén disponibles, apúrense!!",neutral
text5567,1,7,viva,ADJ,7,ROOT,está,AUX,0,nausicaa,NAUSICAÄ Ese esa chica! Está viva...! (Nausicaä la saca del accidente),femenino
text5570,1,1,gran,ADJ,2,amod,una,DET,0,nausicaa,gran herida en el estómago y una cadena que va a su mano),neutral
text5573,2,1,quémala,ADJ,1,ROOT,...,PUNCT,0,nausicaa,RASTEL Por favor... Quémala...,femenino
text5577,1,12,real,ADJ,11,amod,casa,NOUN,0,nausicaa,MITO Esta niña...! Es una Princesa de la casa real de Pejite...,neutral
text5581,2,4,vivo,ADJ,4,ROOT,estaba,AUX,0,nausicaa,HOMBREUn insecto!! Un Ushiyabu estaba vivo!!,masculino
text5583,1,2,herido,ADJ,2,ROOT,hombreestá,PROPN,0,nausicaa,HOMBREEstá herido y no puede volar.,masculino
text5585,1,2,inútil,ADJ,1,amod,hombrees,NOUN,0,nausicaa,"HOMBREEs inútil! Si disparamos, llamará a otros de su clase!",neutral
text5586,1,5,primer,ADJ,6,amod,el,DET,0,nausicaa,HOMBRELa mataré en el primer disparo.,neutral
text5594,1,1,buen,ADJ,2,amod,un,DET,0,nausicaa,buen niño...,neutral
text5599,1,3,contento,ADJ,3,ROOT,estoy,AUX,0,nausicaa,MITO Estoy contento... No sabemos que pasaría si matamos a uno de,masculino
text5603,1,2,anterior,ADJ,1,amod,frase,NOUN,0,nausicaa,"frase anterior debe ser dejada así, aunque esta suene un poco",neutral
text5619,2,4,gran,ADJ,5,amod,una,DET,0,nausicaa,HOMBREQue se supone que es esta cosa...? (Ven una gran masa roja),neutral
text5619,2,6,roja,ADJ,5,amod,masa,NOUN,0,nausicaa,HOMBREQue se supone que es esta cosa...? (Ven una gran masa roja),femenino
text5623,3,9,molesta,ADJ,7,amod,tan,ADV,1,nausicaa,"mucho cuidado. [pausa] Realmente, que cosa tan molesta han",femenino
text5625,2,4,roja,ADJ,3,amod,cosa,NOUN,0,nausicaa,"YUPA Mito, mira aquí. (La cosa roja palpita)",femenino
text5626,2,5,viva,ADJ,1,advcl,estuviera,AUX,0,nausicaa,"MITO Se está moviendo... Es como si estuviera viva. Maestro Yupa,",femenino
text5628,1,10,siniestro,ADJ,11,amod,un,DET,0,nausicaa,"YUPA En medio de mis viajes, escuché un siniestro rumor... Dice que",masculino
text5629,1,5,antiguo,ADJ,4,amod,mundo,NOUN,0,nausicaa,un mosntruo del mundo antiguo había sido escabado de debajo de,masculino
text5631,1,6,antiguo,ADJ,5,amod,mundo,NOUN,0,nausicaa,MITO Un monstruo del mundo antiguo?,masculino
text5637,1,6,humana,ADJ,5,amod,forma,NOUN,0,nausicaa,"MITO Parecer que tiene forma humana, ahora que me lo dices.",femenino
text5638,1,5,gran,ADJ,6,amod,un,DET,0,nausicaa,YUPA Torumekia es un gran estado militar en el lejano Oeste. Y con,neutral
text5638,1,7,militar,ADJ,6,amod,estado,NOUN,0,nausicaa,YUPA Torumekia es un gran estado militar en el lejano Oeste. Y con,neutral
text5638,1,10,lejano,ADJ,11,amod,el,DET,0,nausicaa,YUPA Torumekia es un gran estado militar en el lejano Oeste. Y con,masculino
text5639,1,3,muertos,ADJ,2,amod,prisioneros,NOUN,0,nausicaa,estos prisioneros muertos de from Pejite... Me preocupa...,masculino
text5642,3,1,[,ADJ,2,amod,.,PUNCT,0,nausicaa,"NAUSICAÄ Por favor, ocúpense del resto. [pausa] Qué podrá ser...?",neutral
text5645,1,1,aterrizados,ADJ,4,obl,aviones,NOUN,0,nausicaa,"aterrizados, están descendiendo soldados con armadura)",masculino
text5657,1,4,parados,ADJ,1,amod,torumekia,PROPN,0,nausicaa,soldados de Torumekia parados sobre el cuerpo de su padre),masculino
text5659,2,8,nuevos,ADJ,9,amod,",",PUNCT,0,nausicaa,"(Ella los ataca. Luego de terminar con los guardias, nuevos soldados",masculino
text5663,1,11,invasores,ADJ,10,amod,soldados,NOUN,0,nausicaa,(Yupa salta en medio de Nausicaä y los soldados invasores),neutral
text5664,2,7,cortado,ADJ,6,amod,cuchillo,NOUN,0,nausicaa,"YUPA Usted! No se mueva!! Si lo hace, este cuchillo cortado de un",masculino
text5672,1,7,pequeño,ADJ,12,advcl,es,AUX,0,nausicaa,"Aunque <este país> es pequeño, esta es la cortesia de Torumekia",masculino
text5675,3,7,atravezada,ADJ,6,obj,tiene,VERB,0,nausicaa,"sus objeciones. (Por la espada que tiene atravezada en el brazo,",femenino
text5678,1,1,asesinados,ADJ,1,ROOT,serán,AUX,0,nausicaa,asesinados.,masculino
text5679,1,3,vivos,ADJ,3,ROOT,estar,AUX,0,nausicaa,Debemos estar vivos y esperar nuestra oportunidad.,masculino
text5684,2,7,mejor,ADJ,3,appos,el,DET,0,nausicaa,"KUSHANA Tu consejo duele en mi oídos... No eres Yupa Miralda, el mejor",femenino
text5691,1,2,parada,ADJ,2,ROOT,está,AUX,0,nausicaa,está parada sobre un tanque. Nausicaä camina hacia el tanque),femenino
text5695,1,5,expedicionaria,ADJ,4,amod,fuerza,NOUN,0,nausicaa,Comandante de la fuerza expedicionaria fronteriza del Imperio,femenino
text5695,1,6,fronteriza,ADJ,4,amod,expedicionaria,ADJ,0,nausicaa,Comandante de la fuerza expedicionaria fronteriza del Imperio,femenino
text5698,3,6,grande,ADJ,5,amod,camino,NOUN,0,nausicaa,una tierra sin preocupaciones. [TL: Un camino grande y sin afanes].,neutral
text5703,1,4,posible,ADJ,4,ROOT,es,AUX,0,nausicaa,TÍO Eso es posible?,neutral
text5704,1,5,milagrosas,ADJ,6,amod,las,DET,0,nausicaa,KUSHANA Hemos revivido las milagrosas habilidades y poderes que hicieron,femenino
text5705,2,4,humana,ADJ,3,amod,raza,NOUN,0,nausicaa,una vez a la raza humana los amos de este planeta. Para aquellos,femenino
text5711,1,5,vieja,ADJ,5,ROOT,esta,DET,0,nausicaa,KUROTOWA Quién es esta vieja arrugada? Hey! Llévensela!,femenino
text5711,1,6,arrugada,ADJ,5,amod,vieja,ADJ,0,nausicaa,KUROTOWA Quién es esta vieja arrugada? Hey! Llévensela!,femenino
text5712,1,2,déjala,ADJ,2,ROOT,kushana,PROPN,0,nausicaa,KUSHANA Déjala hablar...,femenino
